scene,resolver,playerMeleeDamage,playerShotDamage,playerHp,enemyMeleeDamage,enemyShotDamage,enemyHp,victory,lose,actions,rounds,wall_time,lost_players,appeared_players,final_players,hp_lost,killed_enemies,appeared_enemies,final_enemies,damage_dealt,sum_of_final_players_hp,sum_of_final_enemies_hp,move_actions,non_move_actions,coverage,errors,max_rounds_exceeded
497189873,RandomGameResolver,2,1,3,2,1,3,0.0,1.0,13.0,2.2,5.161740159988403,5.0,5.0,0.0,15.0,1.2,1.0,5.1,5.7,0.0,13.2,3.5,9.5,0.17329321521271984,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,1,4,0.0,1.0,14.7,2.3,8.315045022964478,5.0,5.0,0.0,15.0,1.7,1.0,4.9,9.4,0.0,17.2,3.5,11.2,0.16613257743288706,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,1,5,0.0,1.0,11.4,2.2,6.943485260009766,5.0,5.0,0.0,15.0,0.3,1.0,5.5,6.1,0.0,23.2,3.2,8.2,0.13434153565732515,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,1,6,0.0,1.0,11.4,2.2,7.426659560203552,5.0,5.0,0.0,15.0,0.4,1.0,6.0,6.7,0.0,32.1,3.0,8.4,0.14863891010949834,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,1,7,0.0,1.0,13.2,2.4,8.705745339393616,5.0,5.0,0.0,15.0,0.3,1.0,7.1,6.9,0.0,45.1,4.1,9.1,0.19006841971238259,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,2,3,0.0,1.0,13.7,2.4,7.395393037796021,5.0,5.0,0.0,15.0,1.8,1.0,5.1,7.0,0.0,14.3,3.3,10.4,0.1451755391151676,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,3,3,0.0,1.0,12.1,2.1,6.518413972854614,5.0,5.0,0.0,15.0,1.1,1.0,5.3,4.2,0.0,15.1,3.0,9.1,0.15197457770987183,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,4,3,0.0,1.0,13.5,2.3,7.721245956420899,5.0,5.0,0.0,15.0,1.9,1.0,5.1,7.4,0.0,13.8,3.5,10.0,0.1623917190480658,0.0,0.0
497189873,RandomGameResolver,2,1,3,2,5,3,0.0,1.0,11.4,2.2,7.107102274894714,5.0,5.0,0.0,15.0,1.7,1.0,4.7,5.9,0.0,13.3,2.4,9.0,0.1146805516464959,0.0,0.0
497189873,RandomGameResolver,2,1,3,3,1,3,0.0,1.0,14.2,3.1,7.2089667320251465,5.0,5.0,0.0,15.0,0.9,1.0,4.7,4.5,0.0,12.3,4.0,10.2,0.17977684853845846,0.0,0.0
497189873,RandomGameResolver,2,1,3,4,1,3,0.0,1.0,13.0,2.5,7.598272132873535,5.0,5.0,0.0,15.0,1.8,1.0,5.0,6.4,0.0,14.0,3.5,9.5,0.17131440454969868,0.0,0.0
497189873,RandomGameResolver,2,1,3,5,1,3,0.1,0.9,14.3,2.4,7.2023725509643555,4.6,4.9,0.3,14.0,2.0,0.9,4.2,7.2,0.7,11.6,4.0,10.3,0.1842428765764679,0.0,0.0
497189873,RandomGameResolver,2,1,3,6,1,3,0.0,1.0,13.7,2.6,7.6456738948822025,5.0,5.0,0.0,15.0,1.8,1.0,4.4,7.1,0.0,11.5,3.2,10.5,0.1491244209007367,0.0,0.0
497189873,RandomGameResolver,2,1,4,2,1,3,0.0,1.0,17.5,3.4,9.058951354026794,5.0,5.0,0.0,20.0,1.7,1.0,5.1,7.5,0.0,12.9,4.7,12.8,0.18901268322320955,0.0,0.0
497189873,RandomGameResolver,2,1,5,2,1,3,0.0,1.0,14.8,2.8,8.785648632049561,5.0,5.0,0.0,25.0,1.7,1.0,6.0,8.4,0.0,14.7,4.0,10.8,0.19239149008885853,0.0,0.0
497189873,RandomGameResolver,2,1,6,2,1,3,0.1,0.9,24.6,5.0,12.61479697227478,4.9,5.0,0.1,29.8,3.2,1.2,4.2,12.4,0.2,9.8,7.0,17.6,0.2906175867476177,0.0,0.0
497189873,RandomGameResolver,2,1,7,2,1,3,0.1,0.9,21.3,4.2,12.098059606552123,4.9,5.0,0.1,34.8,3.0,1.0,4.3,11.8,0.2,10.1,5.7,15.6,0.24374766573295986,0.0,0.0
497189873,RandomGameResolver,2,2,3,2,1,3,0.1,0.9,12.4,2.5,5.8677881240844725,4.6,4.9,0.3,13.8,1.7,0.9,5.5,5.2,0.9,16.4,2.5,9.9,0.11769569869415071,0.0,0.0
497189873,RandomGameResolver,2,3,3,2,1,3,0.1,0.9,15.2,2.8,6.945116710662842,4.9,5.0,0.1,14.7,3.2,1.0,3.5,9.6,0.3,10.5,3.5,11.7,0.17296677522683712,0.0,0.0
497189873,RandomGameResolver,2,4,3,2,1,3,0.1,0.9,15.5,2.6,6.714805936813354,4.8,5.0,0.2,14.6,2.7,0.9,3.4,8.1,0.4,10.2,4.2,11.3,0.19635943691671245,0.0,0.0
497189873,RandomGameResolver,2,5,3,2,1,3,0.1,0.9,16.2,2.5,7.033626294136047,4.8,5.0,0.2,14.6,3.2,0.9,3.1,9.6,0.4,9.3,4.1,12.1,0.18600840336134453,0.0,0.0
497189873,RandomGameResolver,3,1,3,2,1,3,0.0,1.0,14.2,2.3,5.790767335891724,5.0,5.0,0.0,15.0,1.1,1.0,5.3,5.4,0.0,14.0,3.4,10.8,0.16006876594337896,0.0,0.0
497189873,RandomGameResolver,4,1,3,2,1,3,0.0,1.0,15.3,2.5,5.943995404243469,5.0,5.0,0.0,15.0,1.6,1.0,4.5,7.3,0.0,11.0,3.1,12.2,0.14088905977063876,0.0,0.0
497189873,RandomGameResolver,5,1,3,2,1,3,0.0,1.0,11.8,2.2,5.4509762048721315,5.0,5.0,0.0,15.0,1.6,1.0,5.1,6.0,0.0,14.1,3.2,8.6,0.15223798131692867,0.0,0.0
497189873,RandomGameResolver,6,1,3,2,1,3,0.1,0.9,11.5,2.3,5.793239569664001,4.5,4.8,0.3,13.7,1.5,0.9,5.2,6.0,0.7,14.1,2.9,8.6,0.13538290914451906,0.0,0.0
